,Unnamed: 0,LOCATION,TIME,Turkey_inflation_rate,index,time_close,ETH_closing_price,yfit,xfit
23,23.0,TUR,2018-09-01,24.51892,23.0,2018-09-30 00:00:00+00:00,166.27666666666667,,
24,24.0,TUR,2018-10-01,25.24032,24.0,2018-10-31 00:00:00+00:00,161.92333333333337,,
25,25.0,TUR,2018-11-01,21.6188,25.0,2018-11-30 00:00:00+00:00,122.71999999999998,,
26,26.0,TUR,2018-12-01,20.30176,26.0,2018-12-31 00:00:00+00:00,87.06,,
27,27.0,TUR,2019-01-01,20.35374,27.0,2019-01-31 00:00:00+00:00,98.96333333333332,,
28,28.0,TUR,2019-02-01,19.67164,28.0,2019-02-28 00:00:00+00:00,94.64333333333332,,
29,29.0,TUR,2019-03-01,19.71291,29.0,2019-03-31 00:00:00+00:00,106.64666666666666,,
30,30.0,TUR,2019-04-01,19.5023,30.0,2019-04-30 00:00:00+00:00,130.43666666666667,,
31,31.0,TUR,2019-05-01,18.7116,31.0,2019-05-31 00:00:00+00:00,176.73,,
32,32.0,TUR,2019-06-01,15.72012,32.0,2019-06-30 00:00:00+00:00,215.48333333333332,,
33,33.0,TUR,2019-07-01,16.646729999999998,33.0,2019-07-31 00:00:00+00:00,194.21666666666667,,
34,34.0,TUR,2019-08-01,15.00843,34.0,2019-08-31 00:00:00+00:00,164.23333333333338,,
35,35.0,TUR,2019-09-01,9.262102,35.0,2019-09-30 00:00:00+00:00,143.96666666666667,,
36,36.0,TUR,2019-10-01,8.552845,36.0,2019-10-31 00:00:00+00:00,142.31,,
37,37.0,TUR,2019-11-01,10.56185,37.0,2019-11-30 00:00:00+00:00,132.51000000000002,,
38,38.0,TUR,2019-12-01,11.83609,38.0,2019-12-31 00:00:00+00:00,105.66666666666669,,
39,39.0,TUR,2020-01-01,12.15364,39.0,2020-01-31 00:00:00+00:00,112.54666666666668,,
40,40.0,TUR,2020-02-01,12.36738,40.0,2020-02-29 00:00:00+00:00,184.6433333333333,,
41,41.0,TUR,2020-03-01,11.85919,41.0,2020-03-31 00:00:00+00:00,134.61666666666667,,
42,42.0,TUR,2020-04-01,10.9367,42.0,2020-04-30 00:00:00+00:00,130.20000000000002,,
43,43.0,TUR,2020-05-01,11.39002,43.0,2020-05-31 00:00:00+00:00,165.96,,
44,44.0,TUR,2020-06-01,12.62239,44.0,2020-06-30 00:00:00+00:00,188.9633333333333,,
45,45.0,TUR,2020-07-01,11.76414,45.0,2020-07-31 00:00:00+00:00,208.805,,
46,46.0,TUR,2020-08-01,11.77041,46.0,2020-08-31 00:00:00+00:00,313.6033333333333,,
47,47.0,TUR,2020-09-01,11.74831,47.0,2020-09-30 00:00:00+00:00,283.5833333333333,,
48,48.0,TUR,2020-10-01,11.88962,48.0,2020-10-31 00:00:00+00:00,291.2966666666667,,
49,49.0,TUR,2020-11-01,14.0263,49.0,2020-11-30 00:00:00+00:00,370.77333333333337,,
50,50.0,TUR,2020-12-01,14.59932,50.0,2020-12-31 00:00:00+00:00,481.10666666666674,,
51,51.0,TUR,2021-01-01,14.973679999999998,51.0,2021-01-31 00:00:00+00:00,908.4066666666665,,
52,52.0,TUR,2021-02-01,15.61091,52.0,2021-02-28 00:00:00+00:00,1186.0933333333335,,
53,53.0,TUR,2021-03-01,16.19024,53.0,2021-03-31 00:00:00+00:00,1279.45,,
54,54.0,TUR,2021-04-01,17.14015,54.0,2021-04-30 00:00:00+00:00,1684.03,,
55,55.0,TUR,2021-05-01,16.59285,55.0,2021-05-31 00:00:00+00:00,2251.036666666667,,
56,56.0,TUR,2021-06-01,17.52533,56.0,2021-06-30 00:00:00+00:00,1643.5866666666668,,
57,57.0,TUR,2021-07-01,18.95168,57.0,2021-07-31 00:00:00+00:00,1519.46,,
58,58.0,TUR,2021-08-01,19.25266,58.0,2021-08-31 00:00:00+00:00,2253.7966666666666,,
59,59.0,TUR,2021-09-01,19.58257,59.0,2021-09-30 00:00:00+00:00,2480.56,,
60,60.0,TUR,2021-10-01,19.89002,60.0,2021-10-31 00:00:00+00:00,2729.0533333333333,,
61,61.0,TUR,2021-11-01,21.31253,61.0,2021-11-30 00:00:00+00:00,3360.0066666666667,,
0,,,,,,,,13.089414176472522,6.7098933333333335
1,,,,,,,,13.096934337074694,10.066546760093427
2,,,,,,,,13.104422361965524,13.42320018685352
3,,,,,,,,13.111878525801334,16.779853613613614
4,,,,,,,,13.119303102533241,20.136507040373708
5,,,,,,,,13.12669636540714,23.4931604671338
6,,,,,,,,13.134058586963718,26.849813893893895
7,,,,,,,,13.141390039038445,30.20646732065399
8,,,,,,,,13.148690992761578,33.56312074741408
9,,,,,,,,13.155961718558158,36.91977417417418
10,,,,,,,,13.163202486148014,40.27642760093427
11,,,,,,,,13.170413564545761,43.63308102769437
12,,,,,,,,13.1775952220608,46.98973445445446
13,,,,,,,,13.184747726297314,50.34638788121455
14,,,,,,,,13.191871344154276,53.703041307974644
15,,,,,,,,13.198966341825443,57.05969473473474
16,,,,,,,,13.20603298479936,60.41634816149483
17,,,,,,,,13.213071537859356,63.77300158825492
18,,,,,,,,13.220082265083546,67.12965501501502
19,,,,,,,,13.227065429844833,70.48630844177512
20,,,,,,,,13.234021294810901,73.84296186853521
21,,,,,,,,13.240950121944225,77.1996152952953
22,,,,,,,,13.247852172502064,80.55626872205539
23,,,,,,,,13.254727707036462,83.91292214881548
24,,,,,,,,13.26157698539425,87.26957557557557
25,,,,,,,,13.268400266717045,90.62622900233566
26,,,,,,,,13.275197809441249,93.98288242909575
27,,,,,,,,13.281969871298049,97.33953585585587
28,,,,,,,,13.288716709313421,100.69618928261596
29,,,,,,,,13.295438579808126,104.05284270937605
30,,,,,,,,13.302135738397709,107.40949613613614
31,,,,,,,,13.3088084399925,110.76614956289623
32,,,,,,,,13.31545693879762,114.12280298965632
33,,,,,,,,13.322081488312971,117.47945641641641
34,,,,,,,,13.328682341333241,120.8361098431765
35,,,,,,,,13.335259749947909,124.19276326993662
36,,,,,,,,13.341813965541235,127.54941669669671
37,,,,,,,,13.348345238792264,130.9060701234568
38,,,,,,,,13.354853819674831,134.2627235502169
39,,,,,,,,13.361339957457556,137.61937697697698
40,,,,,,,,13.36780390070384,140.97603040373707
41,,,,,,,,13.37424589727188,144.33268383049716
42,,,,,,,,13.380666194314646,147.68933725725725
43,,,,,,,,13.387065038279905,151.04599068401734
44,,,,,,,,13.393442674910204,154.40264411077746
45,,,,,,,,13.399799349242878,157.75929753753755
46,,,,,,,,13.406135305610045,161.11595096429764
47,,,,,,,,13.412450787638614,164.47260439105773
48,,,,,,,,13.418746038250275,167.82925781781782
49,,,,,,,,13.425021299661507,171.1859112445779
50,,,,,,,,13.431276813383572,174.542564671338
51,,,,,,,,13.437512820222523,177.8992180980981
52,,,,,,,,13.443729560279191,181.25587152485818
53,,,,,,,,13.449927272949202,184.6125249516183
54,,,,,,,,13.45610619692296,187.9691783783784
55,,,,,,,,13.46226657018566,191.32583180513848
56,,,,,,,,13.46840863001728,194.68248523189857
57,,,,,,,,13.474532612992585,198.03913865865866
58,,,,,,,,13.480638754981126,201.39579208541875
59,,,,,,,,13.48672729114724,204.75244551217884
60,,,,,,,,13.492798455950052,208.10909893893896
61,,,,,,,,13.498852483143464,211.46575236569905
62,,,,,,,,13.504889605776178,214.82240579245914
63,,,,,,,,13.510910056191669,218.17905921921923
64,,,,,,,,13.516914066028205,221.53571264597932
65,,,,,,,,13.522901866218838,224.8923660727394
66,,,,,,,,13.528873686991407,228.2490194994995
67,,,,,,,,13.534829757868534,231.6056729262596
68,,,,,,,,13.54077030766763,234.96232635301968
69,,,,,,,,13.54669556450089,238.3189797797798
70,,,,,,,,13.552605755775295,241.67563320653989
71,,,,,,,,13.558501108192614,245.03228663329998
72,,,,,,,,13.564381847749399,248.38894006006007
73,,,,,,,,13.570248199736987,251.74559348682016
74,,,,,,,,13.576100388741509,255.10224691358025
75,,,,,,,,13.581938638643871,258.45890034034034
76,,,,,,,,13.587763172619772,261.8155537671005
77,,,,,,,,13.593574213139693,265.1722071938606
78,,,,,,,,13.599371981968902,268.52886062062066
79,,,,,,,,13.605156700167457,271.88551404738075
80,,,,,,,,13.610928588090196,275.24216747414084
81,,,,,,,,13.616687865386746,278.59882090090093
82,,,,,,,,13.622434751001519,281.955474327661
83,,,,,,,,13.628169463173712,285.3121277544211
84,,,,,,,,13.63389221943731,288.6687811811812
85,,,,,,,,13.639603236621083,292.0254346079413
86,,,,,,,,13.645302730848586,295.3820880347014
87,,,,,,,,13.650990917538161,298.7387414614615
88,,,,,,,,13.656668011402935,302.0953948882216
89,,,,,,,,13.662334226450822,305.4520483149817
90,,,,,,,,13.667989775984521,308.8087017417418
91,,,,,,,,13.673634872601516,312.1653551685019
92,,,,,,,,13.67926972819408,315.522008595262
93,,,,,,,,13.684894553949269,318.87866202202207
94,,,,,,,,13.690509560348925,322.23531544878216
95,,,,,,,,13.696114957169678,325.59196887554225
96,,,,,,,,13.701710953482943,328.94862230230234
97,,,,,,,,13.707297757654917,332.30527572906243
98,,,,,,,,13.71287557734659,335.6619291558225
99,,,,,,,,13.718444619513733,339.0185825825826
100,,,,,,,,13.724005090406903,342.3752360093427
101,,,,,,,,13.729557195571447,345.7318894361028
102,,,,,,,,13.735101139847492,349.0885428628629
103,,,,,,,,13.740637127369956,352.44519628962297
104,,,,,,,,13.746165361568538,355.80184971638306
105,,,,,,,,13.751686045167727,359.1585031431432
106,,,,,,,,13.757199380186798,362.5151565699033
107,,,,,,,,13.762705567939806,365.8718099966634
108,,,,,,,,13.768204809035602,369.2284634234235
109,,,,,,,,13.773697303377812,372.58511685018357
110,,,,,,,,13.779183250164856,375.94177027694366
111,,,,,,,,13.784662847889935,379.29842370370375
112,,,,,,,,13.790136294341039,382.65507713046384
113,,,,,,,,13.795603786600942,386.0117305572239
114,,,,,,,,13.801065521047207,389.368383983984
115,,,,,,,,13.806521693352176,392.7250374107441
116,,,,,,,,13.811972498482984,396.0816908375042
117,,,,,,,,13.81741813070155,399.4383442642643
118,,,,,,,,13.822858783564575,402.7949976910244
119,,,,,,,,13.828294649923553,406.15165111778447
120,,,,,,,,13.833725921924756,409.5083045445446
121,,,,,,,,13.839152791009248,412.8649579713047
122,,,,,,,,13.844575447912876,416.2216113980648
123,,,,,,,,13.849994082666274,419.5782648248249
124,,,,,,,,13.85540888459486,422.934918251585
125,,,,,,,,13.860820042318842,426.29157167834506
126,,,,,,,,13.866227743753209,429.64822510510515
127,,,,,,,,13.871632176107738,433.00487853186524
128,,,,,,,,13.877033525886992,436.36153195862533
129,,,,,,,,13.882431978890322,439.7181853853854
130,,,,,,,,13.88782772021186,443.0748388121455
131,,,,,,,,13.893220934240528,446.4314922389056
132,,,,,,,,13.898611804660032,449.7881456656657
133,,,,,,,,13.904000514448864,453.1447990924258
134,,,,,,,,13.909387245880303,456.5014525191859
135,,,,,,,,13.914772180522416,459.85810594594597
136,,,,,,,,13.920155499238048,463.21475937270606
137,,,,,,,,13.925537382184835,466.5714127994662
138,,,,,,,,13.930918008815205,469.9280662262263
139,,,,,,,,13.936297557876358,473.2847196529864
140,,,,,,,,13.941676207410293,476.6413730797465
141,,,,,,,,13.947054134753788,479.99802650650656
142,,,,,,,,13.952431516538407,483.35467993326665
143,,,,,,,,13.957808528690503,486.71133336002674
144,,,,,,,,13.963185346431212,490.06798678678683
145,,,,,,,,13.968562144276458,493.4246402135469
146,,,,,,,,13.973939096036949,496.781293640307
147,,,,,,,,13.97931637481818,500.1379470670671
148,,,,,,,,13.984694153020433,503.4946004938272
149,,,,,,,,13.990072602338774,506.8512539205873
150,,,,,,,,13.995451893763054,510.2079073473474
151,,,,,,,,14.000832197577914,513.5645607741075
152,,,,,,,,14.006213683362775,516.9212142008676
153,,,,,,,,14.011596519991848,520.2778676276276
154,,,,,,,,14.016980875634133,523.6345210543877
155,,,,,,,,14.022366917753406,526.9911744811478
156,,,,,,,,14.027754813108238,530.3478279079079
157,,,,,,,,14.033144727751981,533.704481334668
158,,,,,,,,14.038536827032779,537.0611347614281
159,,,,,,,,14.043931275593552,540.4177881881882
160,,,,,,,,14.049328237372015,543.7744416149483
161,,,,,,,,14.054727875600662,547.1310950417084
162,,,,,,,,14.06013035280678,550.4877484684685
163,,,,,,,,14.065535830812435,553.8444018952285
164,,,,,,,,14.070944470734483,557.2010553219886
165,,,,,,,,14.076356432984564,560.5577087487487
166,,,,,,,,14.081771877269107,563.9143621755088
167,,,,,,,,14.087190962589322,567.2710156022689
168,,,,,,,,14.092613847241207,570.627669029029
169,,,,,,,,14.09804068881555,573.9843224557891
170,,,,,,,,14.103471644197917,577.3409758825492
171,,,,,,,,14.108906869568667,580.6976293093093
172,,,,,,,,14.114346520402941,584.0542827360694
173,,,,,,,,14.119790751470667,587.4109361628294
174,,,,,,,,14.125239716836557,590.7675895895895
175,,,,,,,,14.130693569860114,594.1242430163496
176,,,,,,,,14.136152463195621,597.4808964431098
177,,,,,,,,14.141616548792152,600.8375498698699
178,,,,,,,,14.147085977893562,604.19420329663
179,,,,,,,,14.152560901038495,607.5508567233901
180,,,,,,,,14.158041468060379,610.9075101501502
181,,,,,,,,14.163527828087428,614.2641635769103
182,,,,,,,,14.169020129542648,617.6208170036704
183,,,,,,,,14.17451852014382,620.9774704304305
184,,,,,,,,14.180023146903523,624.3341238571905
185,,,,,,,,14.185534156129108,627.6907772839506
186,,,,,,,,14.191051693422724,631.0474307107107
187,,,,,,,,14.1965759036813,634.4040841374708
188,,,,,,,,14.202106931096553,637.7607375642309
189,,,,,,,,14.207644919154987,641.117390990991
190,,,,,,,,14.213190010637884,644.4740444177511
191,,,,,,,,14.218742347621324,647.8306978445112
192,,,,,,,,14.224302071476163,651.1873512712713
193,,,,,,,,14.229869322868048,654.5440046980314
194,,,,,,,,14.235444241757412,657.9006581247914
195,,,,,,,,14.241026967399469,661.2573115515515
196,,,,,,,,14.246617638344224,664.6139649783116
197,,,,,,,,14.252216392436466,667.9706184050717
198,,,,,,,,14.25782336681577,671.3272718318318
199,,,,,,,,14.2634386979165,674.6839252585919
200,,,,,,,,14.269062521467799,678.040578685352
201,,,,,,,,14.274694972493599,681.3972321121121
202,,,,,,,,14.280336185312622,684.7538855388722
203,,,,,,,,14.28598629353837,688.1105389656323
204,,,,,,,,14.291645430079136,691.4671923923923
205,,,,,,,,14.297313727137993,694.8238458191524
206,,,,,,,,14.302991316212806,698.1804992459125
207,,,,,,,,14.30867832809622,701.5371526726726
208,,,,,,,,14.314374892875673,704.8938060994327
209,,,,,,,,14.32008113993338,708.2504595261929
210,,,,,,,,14.32579719794635,711.607112952953
211,,,,,,,,14.331523194886376,714.9637663797131
212,,,,,,,,14.337259258020032,718.3204198064732
213,,,,,,,,14.343005513908683,721.6770732332333
214,,,,,,,,14.348762088408478,725.0337266599934
215,,,,,,,,14.35452910667035,728.3903800867535
216,,,,,,,,14.360306693140025,731.7470335135135
217,,,,,,,,14.366094971558006,735.1036869402736
218,,,,,,,,14.371894064959585,738.4603403670337
219,,,,,,,,14.377704095674845,741.8169937937938
220,,,,,,,,14.383525185328647,745.1736472205539
221,,,,,,,,14.389357454840646,748.530300647314
222,,,,,,,,14.39520102442527,751.8869540740741
223,,,,,,,,14.401056013591749,755.2436075008342
224,,,,,,,,14.406922541144088,758.6002609275943
225,,,,,,,,14.412800725181082,761.9569143543544
226,,,,,,,,14.41869068309631,765.3135677811144
227,,,,,,,,14.424592531578138,768.6702212078745
228,,,,,,,,14.430506386609718,772.0268746346346
229,,,,,,,,14.436432363468986,775.3835280613947
230,,,,,,,,14.442370576728669,778.7401814881548
231,,,,,,,,14.448321140256272,782.0968349149149
232,,,,,,,,14.454284167214093,785.453488341675
233,,,,,,,,14.460259770059213,788.8101417684351
234,,,,,,,,14.466248060543498,792.1667951951952
235,,,,,,,,14.472249149713603,795.5234486219553
236,,,,,,,,14.478263147910964,798.8801020487153
237,,,,,,,,14.484290164771807,802.2367554754754
238,,,,,,,,14.49033030922714,805.5934089022355
239,,,,,,,,14.496383689502764,808.9500623289956
240,,,,,,,,14.50245041311926,812.3067157557558
241,,,,,,,,14.508530586891995,815.6633691825159
242,,,,,,,,14.514624316931123,819.020022609276
243,,,,,,,,14.520731708641584,822.3766760360361
244,,,,,,,,14.526852866723104,825.7333294627962
245,,,,,,,,14.532987895170196,829.0899828895563
246,,,,,,,,14.539136897272158,832.4466363163164
247,,,,,,,,14.54529997561307,835.8032897430764
248,,,,,,,,14.551477232071804,839.1599431698365
249,,,,,,,,14.557668767822017,842.5165965965966
250,,,,,,,,14.563874683332147,845.8732500233567
251,,,,,,,,14.570095078365421,849.2299034501168
252,,,,,,,,14.576330051979856,852.5865568768769
253,,,,,,,,14.582579702528246,855.943210303637
254,,,,,,,,14.588844127658177,859.2998637303971
255,,,,,,,,14.595123424312025,862.6565171571572
256,,,,,,,,14.601417688726938,866.0131705839173
257,,,,,,,,14.607727016434863,869.3698240106773
258,,,,,,,,14.614051502262528,872.7264774374374
259,,,,,,,,14.620391240331449,876.0831308641975
260,,,,,,,,14.626746324057923,879.4397842909576
261,,,,,,,,14.633116846153035,882.7964377177177
262,,,,,,,,14.639502898622661,886.1530911444778
263,,,,,,,,14.645904572767455,889.5097445712379
264,,,,,,,,14.652321959182864,892.866397997998
265,,,,,,,,14.658755147759114,896.2230514247581
266,,,,,,,,14.665204227681222,899.5797048515182
267,,,,,,,,14.671669287428992,902.9363582782782
268,,,,,,,,14.678150414777006,906.2930117050383
269,,,,,,,,14.684647696794642,909.6496651317984
270,,,,,,,,14.691161219846053,913.0063185585585
271,,,,,,,,14.69769106959019,916.3629719853186
272,,,,,,,,14.704237330980781,919.7196254120787
273,,,,,,,,14.710800088266343,923.0762788388389
274,,,,,,,,14.717379424990177,926.432932265599
275,,,,,,,,14.723975423990373,929.7895856923591
276,,,,,,,,14.730588167399805,933.1462391191192
277,,,,,,,,14.737217736646132,936.5028925458793
278,,,,,,,,14.743864212451802,939.8595459726394
279,,,,,,,,14.750527674834046,943.2161993993994
280,,,,,,,,14.75720820310488,946.5728528261595
281,,,,,,,,14.763905875871114,949.9295062529196
282,,,,,,,,14.770620771034329,953.2861596796797
283,,,,,,,,14.777352965790906,956.6428131064398
284,,,,,,,,14.784102536632005,959.9994665331999
285,,,,,,,,14.790869559343573,963.35611995996
286,,,,,,,,14.797654109006343,966.7127733867201
287,,,,,,,,14.804456259995835,970.0694268134802
288,,,,,,,,14.811276085982353,973.4260802402403
289,,,,,,,,14.818113659930988,976.7827336670003
290,,,,,,,,14.824969054101617,980.1393870937604
291,,,,,,,,14.831842340048903,983.4960405205205
292,,,,,,,,14.838733588622292,986.8526939472806
293,,,,,,,,14.84564286996602,990.2093473740407
294,,,,,,,,14.85257025351911,993.5660008008008
295,,,,,,,,14.859515808015365,996.9226542275609
296,,,,,,,,14.866479601483377,1000.279307654321
297,,,,,,,,14.873461701246523,1003.6359610810811
298,,,,,,,,14.88046217392297,1006.9926145078412
299,,,,,,,,14.887481085425666,1010.3492679346012
300,,,,,,,,14.894518500962345,1013.7059213613613
301,,,,,,,,14.90157448503553,1017.0625747881214
302,,,,,,,,14.90864910144253,1020.4192282148815
303,,,,,,,,14.915742413275435,1023.7758816416416
304,,,,,,,,14.922854482921126,1027.132535068402
305,,,,,,,,14.929985372061267,1030.489188495162
306,,,,,,,,14.93713514167231,1033.845841921922
307,,,,,,,,14.944303852025492,1037.202495348682
308,,,,,,,,14.951491562686833,1040.5591487754423
309,,,,,,,,14.958698332517146,1043.9158022022023
310,,,,,,,,14.96592421967202,1047.2724556289625
311,,,,,,,,14.973169281601841,1050.6291090557224
312,,,,,,,,14.98043357505177,1053.9857624824826
313,,,,,,,,14.987717156061763,1057.3424159092426
314,,,,,,,,14.995020079966556,1060.6990693360028
315,,,,,,,,15.002342401395675,1064.0557227627628
316,,,,,,,,15.009684174273426,1067.412376189523
317,,,,,,,,15.017045451818907,1070.769029616283
318,,,,,,,,15.024426286546,1074.1256830430432
319,,,,,,,,15.03182673026337,1077.4823364698032
320,,,,,,,,15.039246834074474,1080.8389898965634
321,,,,,,,,15.046686648377548,1084.1956433233236
322,,,,,,,,15.054146222865619,1087.5522967500835
323,,,,,,,,15.0616256065265,1090.9089501768437
324,,,,,,,,15.069124847642781,1094.2656036036037
325,,,,,,,,15.076643993791851,1097.622257030364
326,,,,,,,,15.084183091845874,1100.978910457124
327,,,,,,,,15.091742187971809,1104.335563883884
328,,,,,,,,15.099321327631394,1107.692217310644
329,,,,,,,,15.106920555581155,1111.0488707374043
330,,,,,,,,15.114539915872406,1114.4055241641643
331,,,,,,,,15.122179451851245,1117.7621775909245
332,,,,,,,,15.129839206158554,1121.1188310176844
333,,,,,,,,15.137519220730002,1124.4754844444446
334,,,,,,,,15.145219536796048,1127.8321378712046
335,,,,,,,,15.152940194881932,1131.1887912979648
336,,,,,,,,15.160681234807683,1134.5454447247248
337,,,,,,,,15.16844269568811,1137.902098151485
338,,,,,,,,15.176224615932817,1141.258751578245
339,,,,,,,,15.184027033246187,1144.6154050050052
340,,,,,,,,15.191849984627392,1147.9720584317652
341,,,,,,,,15.199693506370387,1151.3287118585254
342,,,,,,,,15.207557634063917,1154.6853652852853
343,,,,,,,,15.215442402591512,1158.0420187120455
344,,,,,,,,15.223347846131482,1161.3986721388055
345,,,,,,,,15.231273998156931,1164.7553255655657
346,,,,,,,,15.239220891435743,1168.1119789923257
347,,,,,,,,15.247188558030594,1171.468632419086
348,,,,,,,,15.25517702929894,1174.8252858458459
349,,,,,,,,15.263186335893023,1178.181939272606
350,,,,,,,,15.271216507759874,1181.538592699366
351,,,,,,,,15.279267574141311,1184.8952461261263
352,,,,,,,,15.287339563573935,1188.2518995528865
353,,,,,,,,15.295432503889133,1191.6085529796464
354,,,,,,,,15.303546422213078,1194.9652064064067
355,,,,,,,,15.311681344966729,1198.3218598331666
356,,,,,,,,15.319837297865831,1201.6785132599268
357,,,,,,,,15.328014305920918,1205.0351666866868
358,,,,,,,,15.336212393437306,1208.391820113447
359,,,,,,,,15.344431584015094,1211.748473540207
360,,,,,,,,15.352671900549176,1215.1051269669672
361,,,,,,,,15.360933365229224,1218.4617803937272
362,,,,,,,,15.3692159995397,1221.8184338204874
363,,,,,,,,15.377519824259847,1225.1750872472473
364,,,,,,,,15.385844859463703,1228.5317406740076
365,,,,,,,,15.394191124520079,1231.8883941007675
366,,,,,,,,15.402558638092588,1235.2450475275277
367,,,,,,,,15.410947418139612,1238.6017009542877
368,,,,,,,,15.41935748191433,1241.958354381048
369,,,,,,,,15.427788845964706,1245.315007807808
370,,,,,,,,15.436241526133484,1248.671661234568
371,,,,,,,,15.444715537558201,1252.028314661328
372,,,,,,,,15.453210894671173,1255.3849680880883
373,,,,,,,,15.461727611199507,1258.7416215148482
374,,,,,,,,15.470265700165095,1262.0982749416085
375,,,,,,,,15.478825173884612,1265.4549283683684
376,,,,,,,,15.487406043969523,1268.8115817951286
377,,,,,,,,15.496008321326077,1272.1682352218886
378,,,,,,,,15.504632016155306,1275.5248886486488
379,,,,,,,,15.513277137953033,1278.8815420754088
380,,,,,,,,15.521943695509865,1282.238195502169
381,,,,,,,,15.530631696911193,1285.594848928929
382,,,,,,,,15.539341149537195,1288.9515023556892
383,,,,,,,,15.548072060062838,1292.3081557824491
384,,,,,,,,15.55682443445787,1295.6648092092094
385,,,,,,,,15.565598277986826,1299.0214626359696
386,,,,,,,,15.574393595209028,1302.3781160627295
387,,,,,,,,15.583210389978586,1305.7347694894897
388,,,,,,,,15.592048665444391,1309.0914229162497
389,,,,,,,,15.600908424050125,1312.44807634301
390,,,,,,,,15.609789667534253,1315.80472976977
391,,,,,,,,15.618692396930024,1319.16138319653
392,,,,,,,,15.627616612565477,1322.51803662329
393,,,,,,,,15.636562314063436,1325.8746900500503
394,,,,,,,,15.645529500341508,1329.2313434768103
395,,,,,,,,15.65451816961209,1332.5879969035705
396,,,,,,,,15.663528319382358,1335.9446503303304
397,,,,,,,,15.672559946454285,1339.3013037570906
398,,,,,,,,15.68161304692462,1342.6579571838506
399,,,,,,,,15.690687616184903,1346.0146106106108
400,,,,,,,,15.699783648921454,1349.3712640373708
401,,,,,,,,15.70890113911539,1352.727917464131
402,,,,,,,,15.7180400800426,1356.084570890891
403,,,,,,,,15.727200464273773,1359.4412243176512
404,,,,,,,,15.73638228367437,1362.7978777444112
405,,,,,,,,15.74558552940465,1366.1545311711714
406,,,,,,,,15.754810191919649,1369.5111845979313
407,,,,,,,,15.764056260969195,1372.8678380246915
408,,,,,,,,15.773323725597898,1376.2244914514515
409,,,,,,,,15.782612574145155,1379.5811448782117
410,,,,,,,,15.791922794245153,1382.9377983049717
411,,,,,,,,15.801254372826854,1386.294451731732
412,,,,,,,,15.810607296114018,1389.6511051584919
413,,,,,,,,15.819981549625187,1393.007758585252
414,,,,,,,,15.829377118173683,1396.364412012012
415,,,,,,,,15.838793985867621,1399.7210654387723
416,,,,,,,,15.848232136109901,1403.0777188655322
417,,,,,,,,15.857691551598204,1406.4343722922924
418,,,,,,,,15.867172214325006,1409.7910257190526
419,,,,,,,,15.876674105577553,1413.1476791458126
420,,,,,,,,15.886197205937897,1416.5043325725728
421,,,,,,,,15.895741495282863,1419.8609859993328
422,,,,,,,,15.905306952784061,1423.217639426093
