,Unnamed: 0,LOCATION,TIME,USA_inflation_rate,time_close,BTC_closing_price,yfit,xfit
22,22.0,USA,2017-03-01,2.380612,2017-02-28 00:00:00+00:00,887.9966666666666,,
23,23.0,USA,2017-04-01,2.1996900000000004,2017-03-31 00:00:00+00:00,883.1233333333333,,
24,24.0,USA,2017-05-01,1.874878,2017-04-30 00:00:00+00:00,983.2333333333332,,
25,25.0,USA,2017-06-01,1.6334879999999998,2017-05-31 00:00:00+00:00,1514.8366666666668,,
26,26.0,USA,2017-07-01,1.7279779999999998,2017-06-30 00:00:00+00:00,2067.9933333333333,,
27,27.0,USA,2017-08-01,1.938974,2017-07-31 00:00:00+00:00,1900.4016666666666,,
28,28.0,USA,2017-09-01,2.232964,2017-08-31 00:00:00+00:00,3106.5056666666665,,
29,29.0,USA,2017-10-01,2.041129,2017-09-30 00:00:00+00:00,3057.8033333333333,,
30,30.0,USA,2017-11-01,2.202583,2017-10-31 00:00:00+00:00,4017.106666666666,,
31,31.0,USA,2017-12-01,2.109082,2017-11-30 00:00:00+00:00,5717.056666666666,,
32,32.0,USA,2018-01-01,2.070508,2017-12-31 00:00:00+00:00,10770.063333333334,,
33,33.0,USA,2018-02-01,2.211795,2018-01-31 00:00:00+00:00,9876.883333333333,,
34,34.0,USA,2018-03-01,2.359711,2018-02-28 00:00:00+00:00,6633.079999999999,,
35,35.0,USA,2018-04-01,2.462744,2018-03-31 00:00:00+00:00,6785.493333333333,,
36,36.0,USA,2018-05-01,2.801012,2018-04-30 00:00:00+00:00,5766.466666666667,,
37,37.0,USA,2018-06-01,2.871548,2018-05-31 00:00:00+00:00,6420.746666666668,,
38,38.0,USA,2018-07-01,2.9495150000000003,2018-06-30 00:00:00+00:00,5078.5999999999985,,
39,39.0,USA,2018-08-01,2.69918,2018-07-31 00:00:00+00:00,5157.97,,
40,40.0,USA,2018-09-01,2.276972,2018-08-31 00:00:00+00:00,5311.565000000001,,
41,41.0,USA,2018-10-01,2.52247,2018-09-30 00:00:00+00:00,4960.323333333334,,
42,42.0,USA,2018-11-01,2.176601,2018-10-31 00:00:00+00:00,4997.333333333333,,
43,43.0,USA,2018-12-01,1.910159,2018-11-30 00:00:00+00:00,3994.5,,
44,44.0,USA,2019-01-01,1.551235,2018-12-31 00:00:00+00:00,2912.856666666666,,
45,45.0,USA,2019-02-01,1.520135,2019-01-31 00:00:00+00:00,2866.2566666666667,,
46,46.0,USA,2019-03-01,1.862523,2019-02-28 00:00:00+00:00,2763.476666666667,,
47,47.0,USA,2019-04-01,1.99644,2019-03-31 00:00:00+00:00,3065.1566666666668,,
48,48.0,USA,2019-05-01,1.790228,2019-04-30 00:00:00+00:00,4040.2,,
49,49.0,USA,2019-06-01,1.6484849999999998,2019-05-31 00:00:00+00:00,5750.463333333332,,
50,50.0,USA,2019-07-01,1.811465,2019-06-30 00:00:00+00:00,7522.53,,
51,51.0,USA,2019-08-01,1.74978,2019-07-31 00:00:00+00:00,8224.346666666666,,
52,52.0,USA,2019-09-01,1.711305,2019-08-31 00:00:00+00:00,8805.886666666667,,
53,53.0,USA,2019-10-01,1.764043,2019-09-30 00:00:00+00:00,7895.406666666666,,
54,54.0,USA,2019-11-01,2.051278,2019-10-31 00:00:00+00:00,6597.956666666666,,
55,55.0,USA,2019-12-01,2.28513,2019-11-30 00:00:00+00:00,6469.213333333332,,
56,56.0,USA,2020-01-01,2.486572,2019-12-31 00:00:00+00:00,5474.086666666666,,
57,57.0,USA,2020-02-01,2.334874,2020-01-31 00:00:00+00:00,6082.556666666666,,
58,58.0,USA,2020-03-01,1.539327,2020-02-29 00:00:00+00:00,7530.593333333332,,
59,59.0,USA,2020-04-01,0.3290967,2020-03-31 00:00:00+00:00,5720.506666666667,,
60,60.0,USA,2020-05-01,0.1179264,2020-04-30 00:00:00+00:00,5614.0633333333335,,
61,61.0,USA,2020-06-01,0.6457331000000001,2020-05-31 00:00:00+00:00,7320.54,,
62,62.0,USA,2020-07-01,0.9860818,2020-06-30 00:00:00+00:00,7693.09,,
63,63.0,USA,2020-08-01,1.3096450000000002,2020-07-31 00:00:00+00:00,7717.5375,,
64,64.0,USA,2020-09-01,1.371325,2020-08-31 00:00:00+00:00,8968.646666666667,,
65,65.0,USA,2020-10-01,1.182066,2020-09-30 00:00:00+00:00,8304.48,,
66,66.0,USA,2020-11-01,1.174536,2020-10-31 00:00:00+00:00,9331.256666666666,,
67,67.0,USA,2020-12-01,1.362005,2020-11-30 00:00:00+00:00,12850.81,,
68,68.0,USA,2021-01-01,1.3997700000000002,2020-12-31 00:00:00+00:00,16988.72333333333,,
69,69.0,USA,2021-02-01,1.6762150000000002,2021-01-31 00:00:00+00:00,25970.106666666667,,
70,70.0,USA,2021-03-01,2.619762,2021-02-28 00:00:00+00:00,32549.94333333333,,
71,71.0,USA,2021-04-01,4.159695,2021-03-31 00:00:00+00:00,39925.35666666667,,
72,72.0,USA,2021-05-01,4.992707,2021-04-30 00:00:00+00:00,41446.51666666666,,
73,73.0,USA,2021-06-01,5.391451,2021-05-31 00:00:00+00:00,33007.263333333336,,
74,74.0,USA,2021-07-01,5.365475,2021-06-30 00:00:00+00:00,25347.84333333333,,
75,75.0,USA,2021-08-01,5.251272,2021-07-31 00:00:00+00:00,24324.596666666668,,
76,76.0,USA,2021-09-01,5.390349,2021-08-31 00:00:00+00:00,32926.090000000004,,
77,77.0,USA,2021-10-01,6.221869,2021-09-30 00:00:00+00:00,33857.72,,
78,78.0,USA,2021-11-01,6.809003,2021-10-31 00:00:00+00:00,40583.98666666666,,
0,,,,,,,1.088754753915994,146.12
1,,,,,,,1.1021119518883118,187.46173840507174
2,,,,,,,1.115330431147134,228.80347681014348
3,,,,,,,1.128410975560031,270.1452152152152
4,,,,,,,1.1413543672957278,311.48695362028695
5,,,,,,,1.1541613868241036,352.8286920253587
6,,,,,,,1.166832812916191,394.1704304304304
7,,,,,,,1.1793694226441773,435.5121688355021
8,,,,,,,1.191771991381404,476.85390724057385
9,,,,,,,1.204041292802366,518.1956456456455
10,,,,,,,1.2161780988827133,559.5373840507173
11,,,,,,,1.2281831798992495,600.879122455789
12,,,,,,,1.2400573044299321,642.2208608608607
13,,,,,,,1.2518012393538733,683.5625992659325
14,,,,,,,1.263415749851339,724.9043376710042
15,,,,,,,1.2749015994037491,766.246076076076
16,,,,,,,1.2862595497936782,807.5878144811477
17,,,,,,,1.2974903611048545,848.9295528862194
18,,,,,,,1.3085947917221605,890.2712912912912
19,,,,,,,1.3195735983316328,931.6130296963629
20,,,,,,,1.3304275359204623,972.9547681014346
21,,,,,,,1.3411573577769937,1014.2965065065064
22,,,,,,,1.351763815490726,1055.638244911578
23,,,,,,,1.3622476589523127,1096.9799833166499
24,,,,,,,1.3726096363535605,1138.3217217217216
25,,,,,,,1.382850494187431,1179.6634601267933
26,,,,,,,1.3929709772480396,1221.005198531865
27,,,,,,,1.402971828630656,1262.3469369369368
28,,,,,,,1.4128537897317037,1303.6886753420085
29,,,,,,,1.422617600248761,1345.0304137470803
30,,,,,,,1.4322639981805594,1386.372152152152
31,,,,,,,1.4417937198269852,1427.7138905572237
32,,,,,,,1.4512074997890787,1469.0556289622955
33,,,,,,,1.460506070969034,1510.3973673673672
34,,,,,,,1.4696901645701996,1551.739105772439
35,,,,,,,1.4787605100970782,1593.0808441775107
36,,,,,,,1.4877178353553266,1634.4225825825824
37,,,,,,,1.4965628664517554,1675.7643209876542
38,,,,,,,1.5052963277943294,1717.106059392726
39,,,,,,,1.5139189420921682,1758.4477977977976
40,,,,,,,1.5224314303555446,1799.7895362028694
41,,,,,,,1.5308345118958857,1841.1312746079411
42,,,,,,,1.5391289043257737,1882.4730130130129
43,,,,,,,1.547315323558943,1923.8147514180846
44,,,,,,,1.5553944838102844,1965.1564898231563
45,,,,,,,1.5633670975958414,2006.498228228228
46,,,,,,,1.5712338757328115,2047.8399666332998
47,,,,,,,1.5789955273395468,2089.1817050383715
48,,,,,,,1.5866527598355538,2130.523443443443
49,,,,,,,1.5942062789414928,2171.8651818485146
50,,,,,,,1.601656788679178,2213.2069202535863
51,,,,,,,1.6090049913715778,2254.548658658658
52,,,,,,,1.6162515876428154,2295.89039706373
53,,,,,,,1.6233972764181668,2337.2321354688015
54,,,,,,,1.6304427549240637,2378.5738738738733
55,,,,,,,1.6373887186880907,2419.915612278945
56,,,,,,,1.6442358615389865,2461.2573506840167
57,,,,,,,1.6509848756066452,2502.5990890890885
58,,,,,,,1.657636451322114,2543.94082749416
59,,,,,,,1.664191277417594,2585.282565899232
60,,,,,,,1.670650040926441,2626.6243043043037
61,,,,,,,1.677013427183165,2667.9660427093754
62,,,,,,,1.6832821198234296,2709.307781114447
63,,,,,,,1.6894568007840527,2750.649519519519
64,,,,,,,1.695538150303007,2791.9912579245906
65,,,,,,,1.7015268469194178,2833.3329963296624
66,,,,,,,1.7074235674735663,2874.674734734734
67,,,,,,,1.7132289871068869,2916.016473139806
68,,,,,,,1.7189437792619677,2957.3582115448776
69,,,,,,,1.7245686156825517,2998.6999499499493
70,,,,,,,1.7301041664135357,3040.041688355021
71,,,,,,,1.735551099800971,3081.383426760093
72,,,,,,,1.7409100824920622,3122.7251651651645
73,,,,,,,1.746181779435169,3164.0669035702363
74,,,,,,,1.7513668538798044,3205.408641975308
75,,,,,,,1.756465967376636,3246.7503803803797
76,,,,,,,1.7614797797774848,3288.0921187854515
77,,,,,,,1.7664089492353274,3329.433857190523
78,,,,,,,1.7712541322042936,3370.775595595595
79,,,,,,,1.7760159834396667,3412.1173340006667
80,,,,,,,1.780695155997885,3453.4590724057384
81,,,,,,,1.7852923012365411,3494.80081081081
82,,,,,,,1.7898080688143805,3536.142549215882
83,,,,,,,1.7942431066913045,3577.4842876209536
84,,,,,,,1.7985980611283674,3618.8260260260254
85,,,,,,,1.8028735766877775,3660.167764431097
86,,,,,,,1.8070702962328977,3701.509502836169
87,,,,,,,1.8111888609282452,3742.8512412412406
88,,,,,,,1.8152299102394913,3784.1929796463123
89,,,,,,,1.8191940819334604,3825.534718051384
90,,,,,,,1.8230820120781324,3866.876456456456
91,,,,,,,1.8268943350426405,3908.2181948615275
92,,,,,,,1.8306316834972725,3949.5599332665993
93,,,,,,,1.8342946884134694,3990.901671671671
94,,,,,,,1.8378839790638275,4032.2434100767427
95,,,,,,,1.8414001830220967,4073.5851484818145
96,,,,,,,1.8448439261631804,4114.926886886886
97,,,,,,,1.848215832663138,4156.2686252919575
98,,,,,,,1.8515165249991807,4197.610363697029
99,,,,,,,1.8547466239496753,4238.952102102101
100,,,,,,,1.857906748594142,4280.293840507173
101,,,,,,,1.860997516313256,4321.6355789122445
102,,,,,,,1.8640195427888455,4362.977317317316
103,,,,,,,1.8669734420038937,4404.319055722388
104,,,,,,,1.8698598262425374,4445.66079412746
105,,,,,,,1.8726793060900682,4487.002532532531
106,,,,,,,1.8754324904329307,4528.344270937603
107,,,,,,,1.8781199864587246,4569.686009342675
108,,,,,,,1.8807423996562034,4611.027747747747
109,,,,,,,1.8833003338152743,4652.369486152818
110,,,,,,,1.8857943910269994,4693.71122455789
111,,,,,,,1.8882251716835947,4735.052962962962
112,,,,,,,1.8905932744784302,4776.394701368034
113,,,,,,,1.8928992964060294,4817.736439773105
114,,,,,,,1.895143832762071,4859.078178178177
115,,,,,,,1.8973274771433877,4900.419916583249
116,,,,,,,1.899450821447965,4941.7616549883205
117,,,,,,,1.9015144558749442,4983.103393393392
118,,,,,,,1.9035189689246201,5024.445131798464
119,,,,,,,1.9054649473984413,5065.786870203536
120,,,,,,,1.9073529763990102,5107.1286086086075
121,,,,,,,1.9091836393300845,5148.470347013679
122,,,,,,,1.9109575178965754,5189.812085418751
123,,,,,,,1.9126751921045484,5231.153823823823
124,,,,,,,1.9143372402612229,5272.495562228894
125,,,,,,,1.9159442389749712,5313.837300633966
126,,,,,,,1.9174967631553226,5355.179039039038
127,,,,,,,1.9189953860129585,5396.52077744411
128,,,,,,,1.9204406790597142,5437.862515849181
129,,,,,,,1.9218332121085804,5479.204254254253
130,,,,,,,1.9231735532737013,5520.545992659325
131,,,,,,,1.9244622689703745,5561.887731064397
132,,,,,,,1.9256999239150532,5603.229469469468
133,,,,,,,1.9268870811253436,5644.57120787454
134,,,,,,,1.9280243019200065,5685.912946279612
135,,,,,,,1.9291121459189564,5727.2546846846835
136,,,,,,,1.9301511710432626,5768.596423089755
137,,,,,,,1.9311419335151476,5809.938161494827
138,,,,,,,1.9320849878579889,5851.279899899899
139,,,,,,,1.9329808868963174,5892.6216383049705
140,,,,,,,1.9338301817558197,5933.963376710042
141,,,,,,,1.9346334218633343,5975.305115115114
142,,,,,,,1.9353911549468545,6016.646853520186
143,,,,,,,1.936103927035529,6057.988591925257
144,,,,,,,1.9367722824596587,6099.330330330329
145,,,,,,,1.9373967638507008,6140.672068735401
146,,,,,,,1.9379779121412644,6182.013807140473
147,,,,,,,1.9385162665651139,6223.355545545544
148,,,,,,,1.9390123646571682,6264.697283950616
149,,,,,,,1.9394667422534995,6306.039022355688
150,,,,,,,1.9398799334913344,6347.38076076076
151,,,,,,,1.9402524708090534,6388.722499165831
152,,,,,,,1.9405848849461922,6430.064237570903
153,,,,,,,1.9408777049434385,6471.405975975975
154,,,,,,,1.9411314581426362,6512.7477143810465
155,,,,,,,1.9413466701867832,6554.089452786118
156,,,,,,,1.941523865020029,6595.43119119119
157,,,,,,,1.9416635648876805,6636.772929596262
158,,,,,,,1.941766290336197,6678.1146680013335
159,,,,,,,1.941832560213192,6719.456406406405
160,,,,,,,1.9418628916674336,6760.798144811477
161,,,,,,,1.941857800148844,6802.139883216549
162,,,,,,,1.9418177994084984,6843.48162162162
163,,,,,,,1.9417434014986277,6884.823360026692
164,,,,,,,1.9416351167726167,6926.165098431764
165,,,,,,,1.9414934538850017,6967.506836836836
166,,,,,,,1.9413189197914782,7008.848575241907
167,,,,,,,1.9411120197488907,7050.190313646979
168,,,,,,,1.9408732573152414,7091.532052052051
169,,,,,,,1.940603134349684,7132.873790457123
170,,,,,,,1.940302151012528,7174.215528862194
171,,,,,,,1.939970805765237,7215.557267267266
172,,,,,,,1.9396095953704284,7256.899005672338
173,,,,,,,1.9392190148918733,7298.2407440774095
174,,,,,,,1.938799557694497,7339.582482482481
175,,,,,,,1.9383517154443792,7380.924220887553
176,,,,,,,1.937875978108754,7422.265959292625
177,,,,,,,1.9373728339560097,7463.6076976976965
178,,,,,,,1.9368427695556867,7504.949436102768
179,,,,,,,1.9362862697784833,7546.29117450784
180,,,,,,,1.9357038177962478,7587.632912912912
181,,,,,,,1.9350958950819863,7628.974651317983
182,,,,,,,1.9344629814098564,7670.316389723055
183,,,,,,,1.9338055548551707,7711.658128128127
184,,,,,,,1.9331240917943968,7752.999866533199
185,,,,,,,1.9324190669051546,7794.34160493827
186,,,,,,,1.9316909531662194,7835.683343343342
187,,,,,,,1.9309402218575205,7877.025081748414
188,,,,,,,1.9301673425601413,7918.366820153486
189,,,,,,,1.9293727831563192,7959.708558558557
190,,,,,,,1.928557009829444,8001.050296963629
191,,,,,,,1.927720487064065,8042.392035368701
192,,,,,,,1.926863677645878,8083.733773773772
193,,,,,,,1.9259870426617391,8125.075512178843
194,,,,,,,1.9250910414996563,8166.417250583915
195,,,,,,,1.9241761318487904,8207.758988988988
196,,,,,,,1.9232427696994587,8249.10072739406
197,,,,,,,1.9222914093431314,8290.442465799131
198,,,,,,,1.9213225033724328,8331.784204204203
199,,,,,,,1.920336502681141,8373.125942609275
200,,,,,,,1.9193338564641902,8414.467681014346
201,,,,,,,1.9183150122176658,8455.809419419418
202,,,,,,,1.91728041573881,8497.15115782449
203,,,,,,,1.9162305111260163,8538.492896229562
204,,,,,,,1.9151657407788343,8579.834634634633
205,,,,,,,1.914086545397969,8621.176373039705
206,,,,,,,1.9129933639852759,8662.518111444777
207,,,,,,,1.9118866338437677,8703.859849849849
208,,,,,,,1.9107667905776098,8745.20158825492
209,,,,,,,1.9096342680921214,8786.543326659992
210,,,,,,,1.9084894985937768,8827.885065065064
211,,,,,,,1.9073329125902059,8869.226803470136
212,,,,,,,1.906164938890188,8910.568541875207
213,,,,,,,1.9049860046036604,8951.910280280279
214,,,,,,,1.9037965351417148,8993.25201868535
215,,,,,,,1.902596954216594,9034.593757090423
216,,,,,,,1.9013876838416979,9075.935495495494
217,,,,,,,1.9001691443315778,9117.277233900566
218,,,,,,,1.898941754301942,9158.618972305638
219,,,,,,,1.8977059306696515,9199.96071071071
220,,,,,,,1.896462088652721,9241.302449115781
221,,,,,,,1.8952106417703192,9282.644187520853
222,,,,,,,1.8939520018427711,9323.985925925925
223,,,,,,,1.8926865789915532,9365.327664330996
224,,,,,,,1.8914147816392972,9406.669402736068
225,,,,,,,1.8901370165097888,9448.01114114114
226,,,,,,,1.888853688627968,9489.352879546212
227,,,,,,,1.8875652013199298,9530.694617951283
228,,,,,,,1.8862719562129202,9572.036356356355
229,,,,,,,1.8849743532353433,9613.378094761427
230,,,,,,,1.8836727906167547,9654.719833166499
231,,,,,,,1.8823676648878642,9696.06157157157
232,,,,,,,1.8810593708805379,9737.403309976642
233,,,,,,,1.879748301727794,9778.745048381714
234,,,,,,,1.8784348488638063,9820.086786786786
235,,,,,,,1.8771194020238997,9861.428525191857
236,,,,,,,1.875802349244557,9902.770263596929
237,,,,,,,1.8744840768634115,9944.112002002
238,,,,,,,1.8731649695192552,9985.453740407072
239,,,,,,,1.8718454101520292,10026.795478812144
240,,,,,,,1.8705257800028336,10068.137217217216
241,,,,,,,1.8692064586139177,10109.478955622288
242,,,,,,,1.867887823828689,10150.82069402736
243,,,,,,,1.8665702517917064,10192.162432432431
244,,,,,,,1.8652541169486847,10233.504170837503
245,,,,,,,1.8639397920464913,10274.845909242575
246,,,,,,,1.8626276481331479,10316.187647647646
247,,,,,,,1.861318054557834,10357.529386052718
248,,,,,,,1.8600113789708785,10398.87112445779
249,,,,,,,1.8587079873237649,10440.212862862862
250,,,,,,,1.8574082438691344,10481.554601267933
251,,,,,,,1.8561125111607772,10522.896339673005
252,,,,,,,1.8548211500536418,10564.238078078077
253,,,,,,,1.8535345197038293,10605.579816483149
254,,,,,,,1.8522529775685959,10646.92155488822
255,,,,,,,1.8509768794063506,10688.263293293292
256,,,,,,,1.849706579276654,10729.605031698364
257,,,,,,,1.8484424295402282,10770.946770103435
258,,,,,,,1.8471847808589432,10812.288508508507
259,,,,,,,1.8459339821958252,10853.630246913579
260,,,,,,,1.8446903808150525,10894.97198531865
261,,,,,,,1.843454322281962,10936.313723723722
262,,,,,,,1.8422261504630393,10977.655462128794
263,,,,,,,1.841006207525929,11018.997200533866
264,,,,,,,1.8397948339394266,11060.338938938938
265,,,,,,,1.8385923684734822,11101.68067734401
266,,,,,,,1.8373991481992034,11143.022415749081
267,,,,,,,1.836215508488845,11184.364154154153
268,,,,,,,1.8350417830158243,11225.705892559225
269,,,,,,,1.8338783037547033,11267.047630964296
270,,,,,,,1.832725400981208,11308.389369369368
271,,,,,,,1.83158340327221,11349.73110777444
272,,,,,,,1.8304526375057435,11391.072846179512
273,,,,,,,1.8293334288609882,11432.414584584583
274,,,,,,,1.8282261008182832,11473.756322989655
275,,,,,,,1.8271309751591196,11515.098061394727
276,,,,,,,1.8260483719661438,11556.439799799798
277,,,,,,,1.8249786096231568,11597.78153820487
278,,,,,,,1.8239220048151106,11639.123276609942
279,,,,,,,1.8228788725281175,11680.465015015014
280,,,,,,,1.8218495260494376,11721.806753420085
281,,,,,,,1.8208342769674857,11763.148491825157
282,,,,,,,1.8198334351718346,11804.490230230229
283,,,,,,,1.8188473088532104,11845.8319686353
284,,,,,,,1.8178762045034889,11887.173707040372
285,,,,,,,1.8169204269157078,11928.515445445444
286,,,,,,,1.815980279184049,11969.857183850516
287,,,,,,,1.815056062703856,12011.198922255588
288,,,,,,,1.8141480771716247,12052.54066066066
289,,,,,,,1.8132566205850047,12093.882399065731
290,,,,,,,1.8123819892428004,12135.224137470803
291,,,,,,,1.811524477744967,12176.565875875875
292,,,,,,,1.81068437899262,12217.907614280946
293,,,,,,,1.8098619841880228,12259.249352686018
294,,,,,,,1.8090575828345972,12300.59109109109
295,,,,,,,1.808271462736915,12341.932829496162
296,,,,,,,1.8075039100007086,12383.274567901233
297,,,,,,,1.8067552090328576,12424.616306306305
298,,,,,,,1.8060256425413979,12465.958044711377
299,,,,,,,1.8053154915355218,12507.299783116448
300,,,,,,,1.8046250353255777,12548.64152152152
301,,,,,,,1.8039545515230588,12589.983259926592
302,,,,,,,1.8033043160406192,12631.324998331664
303,,,,,,,1.8026746030920724,12672.666736736735
304,,,,,,,1.8020656851923704,12714.008475141807
305,,,,,,,1.8014778331576364,12755.350213546879
306,,,,,,,1.8009113161051342,12796.69195195195
307,,,,,,,1.800366401453294,12838.033690357022
308,,,,,,,1.7998433549216877,12879.375428762094
309,,,,,,,1.79934244053105,12920.717167167166
310,,,,,,,1.7988639206032677,12962.058905572238
311,,,,,,,1.7984080557613815,13003.40064397731
312,,,,,,,1.7979751049295836,13044.742382382381
313,,,,,,,1.7975653253332213,13086.084120787453
314,,,,,,,1.797178972498803,13127.425859192525
315,,,,,,,1.7968163002539794,13168.767597597596
316,,,,,,,1.7964775607275623,13210.109336002668
317,,,,,,,1.7961630043495207,13251.45107440774
318,,,,,,,1.795872879850972,13292.792812812811
319,,,,,,,1.7956074342641892,13334.134551217883
320,,,,,,,1.795366912922595,13375.476289622955
321,,,,,,,1.7951515594607796,13416.818028028027
322,,,,,,,1.7949616158144708,13458.159766433098
323,,,,,,,1.7947973222205642,13499.50150483817
324,,,,,,,1.7946589172170975,13540.843243243242
325,,,,,,,1.794546637643276,13582.184981648314
326,,,,,,,1.794460718639447,13623.526720053385
327,,,,,,,1.7944013936471168,13664.868458458457
328,,,,,,,1.7943688944089489,13706.210196863529
329,,,,,,,1.7943634509687536,13747.5519352686
330,,,,,,,1.7943852916715002,13788.893673673672
331,,,,,,,1.7944346431633154,13830.235412078744
332,,,,,,,1.7945117303914717,13871.577150483816
333,,,,,,,1.7946167766044037,13912.918888888888
334,,,,,,,1.7947500033516928,13954.26062729396
335,,,,,,,1.79491163048408,13995.602365699031
336,,,,,,,1.7951018761534598,14036.944104104103
337,,,,,,,1.7953209568128767,14078.285842509174
338,,,,,,,1.795569087216533,14119.627580914246
339,,,,,,,1.7958464804197884,14160.969319319318
340,,,,,,,1.7961533477791485,14202.31105772439
341,,,,,,,1.7964898989522773,14243.652796129461
342,,,,,,,1.7968563418979961,14284.994534534533
343,,,,,,,1.7972528828762733,14326.336272939605
344,,,,,,,1.797679726448235,14367.678011344677
345,,,,,,,1.7981370754761654,14409.019749749748
346,,,,,,,1.7986251311234982,14450.36148815482
347,,,,,,,1.7991440928548204,14491.703226559892
348,,,,,,,1.7996941584358728,14533.044964964964
349,,,,,,,1.8002755239335575,14574.386703370035
350,,,,,,,1.8008883837159213,14615.728441775107
351,,,,,,,1.8015329304521703,14657.070180180179
352,,,,,,,1.8022093551126646,14698.41191858525
353,,,,,,,1.8029178469689189,14739.753656990322
354,,,,,,,1.8036585935935991,14781.095395395394
355,,,,,,,1.8044317808605248,14822.437133800466
356,,,,,,,1.8052375929446773,14863.778872205537
357,,,,,,,1.806076212322182,14905.12061061061
358,,,,,,,1.8069478197703233,14946.462349015681
359,,,,,,,1.8078525943675405,14987.804087420753
360,,,,,,,1.8087907134934227,15029.145825825824
361,,,,,,,1.8097623528287228,15070.487564230896
362,,,,,,,1.810767686355334,15111.829302635968
363,,,,,,,1.8118068863563153,15153.17104104104
364,,,,,,,1.8128801234158785,15194.512779446111
365,,,,,,,1.8139875664193768,15235.854517851183
366,,,,,,,1.8151293825533354,15277.196256256255
367,,,,,,,1.8163057373054239,15318.537994661327
368,,,,,,,1.8175167944644655,15359.879733066398
369,,,,,,,1.8187627161204376,15401.22147147147
370,,,,,,,1.8200436626644803,15442.563209876542
371,,,,,,,1.821359792788876,15483.904948281614
372,,,,,,,1.8227112634870695,15525.246686686685
373,,,,,,,1.8240982300536548,15566.588425091757
374,,,,,,,1.825520846084382,15607.930163496829
375,,,,,,,1.8269792634761544,15649.2719019019
376,,,,,,,1.8284736324270305,15690.613640306972
377,,,,,,,1.8300041014362256,15731.955378712044
378,,,,,,,1.8315708173041008,15773.297117117116
379,,,,,,,1.833173925132182,15814.638855522187
380,,,,,,,1.8348135683231397,15855.98059392726
381,,,,,,,1.8364898885808065,15897.322332332331
382,,,,,,,1.8382030259101634,15938.664070737403
383,,,,,,,1.839953118617345,15980.005809142474
384,,,,,,,1.8417403033096473,16021.347547547544
385,,,,,,,1.843564714895513,16062.689285952616
386,,,,,,,1.845426486584541,16104.031024357688
387,,,,,,,1.847325749887486,16145.37276276276
388,,,,,,,1.849262634616256,16186.714501167831
389,,,,,,,1.8512372688839105,16228.056239572903
390,,,,,,,1.853249779104667,16269.397977977975
391,,,,,,,1.8553002899938988,16310.739716383046
392,,,,,,,1.8573889245681232,16352.081454788118
393,,,,,,,1.8595158041450248,16393.42319319319
394,,,,,,,1.8616810483434318,16434.76493159826
395,,,,,,,1.8638847750833327,16476.106670003333
396,,,,,,,1.866127100585865,16517.448408408403
397,,,,,,,1.86840813937333,16558.790146813477
398,,,,,,,1.8707280042691716,16600.131885218547
399,,,,,,,1.8730868063979937,16641.47362362362
400,,,,,,,1.8754846551855537,16682.81536202869
401,,,,,,,1.8779216583587641,16724.157100433764
402,,,,,,,1.8803979219456868,16765.498838838834
403,,,,,,,1.8829135502755427,16806.840577243907
