,Unnamed: 0,LOCATION,TIME,Germany_unemployment_rate,index,time_close,BTC_closing_price,yfit,xfit
28,28.0,DEU,2018-01-01,3.5,32.0,2017-12-31 00:00:00+00:00,10770.063333333334,,
29,29.0,DEU,2018-02-01,3.5,33.0,2018-01-31 00:00:00+00:00,9876.883333333333,,
30,30.0,DEU,2018-03-01,3.5,34.0,2018-02-28 00:00:00+00:00,6633.079999999999,,
31,31.0,DEU,2018-04-01,3.4,35.0,2018-03-31 00:00:00+00:00,6785.493333333333,,
32,32.0,DEU,2018-05-01,3.4,36.0,2018-04-30 00:00:00+00:00,5766.466666666667,,
33,33.0,DEU,2018-06-01,3.4,37.0,2018-05-31 00:00:00+00:00,6420.746666666668,,
34,34.0,DEU,2018-07-01,3.4,38.0,2018-06-30 00:00:00+00:00,5078.5999999999985,,
35,35.0,DEU,2018-08-01,3.4,39.0,2018-07-31 00:00:00+00:00,5157.97,,
36,36.0,DEU,2018-09-01,3.4,40.0,2018-08-31 00:00:00+00:00,5311.565000000001,,
37,37.0,DEU,2018-10-01,3.3,41.0,2018-09-30 00:00:00+00:00,4960.323333333334,,
38,38.0,DEU,2018-11-01,3.3,42.0,2018-10-31 00:00:00+00:00,4997.333333333333,,
39,39.0,DEU,2018-12-01,3.3,43.0,2018-11-30 00:00:00+00:00,3994.5,,
40,40.0,DEU,2019-01-01,3.3,44.0,2018-12-31 00:00:00+00:00,2912.856666666666,,
41,41.0,DEU,2019-02-01,3.2,45.0,2019-01-31 00:00:00+00:00,2866.2566666666667,,
42,42.0,DEU,2019-03-01,3.2,46.0,2019-02-28 00:00:00+00:00,2763.476666666667,,
43,43.0,DEU,2019-04-01,3.2,47.0,2019-03-31 00:00:00+00:00,3065.1566666666668,,
44,44.0,DEU,2019-05-01,3.1,48.0,2019-04-30 00:00:00+00:00,4040.2,,
45,45.0,DEU,2019-06-01,3.1,49.0,2019-05-31 00:00:00+00:00,5750.463333333332,,
46,46.0,DEU,2019-07-01,3.1,50.0,2019-06-30 00:00:00+00:00,7522.53,,
47,47.0,DEU,2019-08-01,3.1,51.0,2019-07-31 00:00:00+00:00,8224.346666666666,,
48,48.0,DEU,2019-09-01,3.1,52.0,2019-08-31 00:00:00+00:00,8805.886666666667,,
49,49.0,DEU,2019-10-01,3.1,53.0,2019-09-30 00:00:00+00:00,7895.406666666666,,
50,50.0,DEU,2019-11-01,3.2,54.0,2019-10-31 00:00:00+00:00,6597.956666666666,,
51,51.0,DEU,2019-12-01,3.3,55.0,2019-11-30 00:00:00+00:00,6469.213333333332,,
52,52.0,DEU,2020-01-01,3.4,56.0,2019-12-31 00:00:00+00:00,5474.086666666666,,
53,53.0,DEU,2020-02-01,3.5,57.0,2020-01-31 00:00:00+00:00,6082.556666666666,,
54,54.0,DEU,2020-03-01,3.6,58.0,2020-02-29 00:00:00+00:00,7530.593333333332,,
55,55.0,DEU,2020-04-01,3.7,59.0,2020-03-31 00:00:00+00:00,5720.506666666667,,
56,56.0,DEU,2020-05-01,3.8,60.0,2020-04-30 00:00:00+00:00,5614.0633333333335,,
57,57.0,DEU,2020-06-01,3.9,61.0,2020-05-31 00:00:00+00:00,7320.54,,
58,58.0,DEU,2020-07-01,4.0,62.0,2020-06-30 00:00:00+00:00,7693.09,,
59,59.0,DEU,2020-08-01,4.1,63.0,2020-07-31 00:00:00+00:00,7717.5375,,
60,60.0,DEU,2020-09-01,4.1,64.0,2020-08-31 00:00:00+00:00,8968.646666666667,,
61,61.0,DEU,2020-10-01,4.1,65.0,2020-09-30 00:00:00+00:00,8304.48,,
62,62.0,DEU,2020-11-01,4.1,66.0,2020-10-31 00:00:00+00:00,9331.256666666666,,
63,63.0,DEU,2020-12-01,4.0,67.0,2020-11-30 00:00:00+00:00,12850.81,,
64,64.0,DEU,2021-01-01,3.9,68.0,2020-12-31 00:00:00+00:00,16988.72333333333,,
65,65.0,DEU,2021-02-01,3.9,69.0,2021-01-31 00:00:00+00:00,25970.106666666667,,
66,66.0,DEU,2021-03-01,3.8,70.0,2021-02-28 00:00:00+00:00,32549.94333333333,,
67,67.0,DEU,2021-04-01,3.7,71.0,2021-03-31 00:00:00+00:00,39925.35666666667,,
68,68.0,DEU,2021-05-01,3.6,72.0,2021-04-30 00:00:00+00:00,41446.51666666666,,
69,69.0,DEU,2021-06-01,3.5,73.0,2021-05-31 00:00:00+00:00,33007.263333333336,,
70,70.0,DEU,2021-07-01,3.4,74.0,2021-06-30 00:00:00+00:00,25347.84333333333,,
71,71.0,DEU,2021-08-01,3.4,75.0,2021-07-31 00:00:00+00:00,24324.596666666668,,
72,72.0,DEU,2021-09-01,3.3,76.0,2021-08-31 00:00:00+00:00,32926.090000000004,,
73,73.0,DEU,2021-10-01,3.3,77.0,2021-09-30 00:00:00+00:00,33857.72,,
0,,,,,,,,4.192444947790332,154.57666666666668
1,,,,,,,,4.180928006993203,195.90993993993996
2,,,,,,,,4.169522201499695,237.2432132132132
3,,,,,,,,4.158226999471658,278.5764864864865
4,,,,,,,,4.147041870134229,319.90975975975977
5,,,,,,,,4.135966283775827,361.24303303303304
6,,,,,,,,4.12499971174815,402.57630630630626
7,,,,,,,,4.114141626466184,443.9095795795796
8,,,,,,,,4.103391501408194,485.2428528528528
9,,,,,,,,4.0927488111157295,526.5761261261262
10,,,,,,,,4.082213031193622,567.9093993993994
11,,,,,,,,4.071783638309987,609.2426726726727
12,,,,,,,,4.0614601101962196,650.5759459459459
13,,,,,,,,4.051241925647,691.9092192192193
14,,,,,,,,4.0411285645202915,733.2424924924925
15,,,,,,,,4.031119507737339,774.5757657657658
16,,,,,,,,4.021214237282669,815.909039039039
17,,,,,,,,4.0114122362040945,857.2423123123123
18,,,,,,,,4.001712988612707,898.5755855855856
19,,,,,,,,3.992115979682882,939.9088588588588
20,,,,,,,,3.98262069565228,981.2421321321322
21,,,,,,,,3.973226623821841,1022.5754054054054
22,,,,,,,,3.9639332525557895,1063.9086786786786
23,,,,,,,,3.9547400712816327,1105.241951951952
24,,,,,,,,3.945646570490159,1146.575225225225
25,,,,,,,,3.9366522417354415,1187.9084984984984
26,,,,,,,,3.9277565776348347,1229.2417717717717
27,,,,,,,,3.9189590718689757,1270.5750450450448
28,,,,,,,,3.9102592191817855,1311.9083183183182
29,,,,,,,,3.9016565153804663,1353.2415915915915
30,,,,,,,,3.893150457335505,1394.5748648648648
31,,,,,,,,3.8847405429806687,1435.908138138138
32,,,,,,,,3.876426271313009,1477.2414114114113
33,,,,,,,,3.8682071423928592,1518.5746846846846
34,,,,,,,,3.860082657343837,1559.9079579579577
35,,,,,,,,3.85205231835284,1601.241231231231
36,,,,,,,,3.844115628670051,1642.5745045045044
37,,,,,,,,3.8362720926089344,1683.9077777777777
38,,,,,,,,3.8285212155462376,1725.2410510510508
39,,,,,,,,3.8208625039219903,1766.5743243243242
40,,,,,,,,3.8132954652395052,1807.9075975975975
41,,,,,,,,3.8058196080653777,1849.2408708708706
42,,,,,,,,3.7984344420294858,1890.574144144144
43,,,,,,,,3.7911394778249905,1931.9074174174173
44,,,,,,,,3.783934227208335,1973.2406906906906
45,,,,,,,,3.776818202999246,2014.5739639639637
46,,,,,,,,3.7697909190807315,2055.907237237237
47,,,,,,,,3.7628518903990837,2097.2405105105104
48,,,,,,,,3.756000632963877,2138.5737837837837
49,,,,,,,,3.7492366638479675,2179.907057057057
50,,,,,,,,3.7425595011874964,2221.2403303303304
51,,,,,,,,3.7359686641818843,2262.5736036036037
52,,,,,,,,3.7294636730938375,2303.906876876877
53,,,,,,,,3.723044049249343,2345.2401501501504
54,,,,,,,,3.7167093150376727,2386.5734234234233
55,,,,,,,,3.7104589939113777,2427.9066966966966
56,,,,,,,,3.7042926103862954,2469.23996996997
57,,,,,,,,3.6982096900415438,2510.5732432432433
58,,,,,,,,3.6922097595195242,2551.9065165165166
59,,,,,,,,3.6862923465259207,2593.23978978979
60,,,,,,,,3.6804569798297004,2634.5730630630633
61,,,,,,,,3.674703189263112,2675.906336336336
62,,,,,,,,3.669030505721688,2717.2396096096095
63,,,,,,,,3.6634384611642425,2758.572882882883
64,,,,,,,,3.657926588612874,2799.906156156156
65,,,,,,,,3.652494422152962,2841.2394294294295
66,,,,,,,,3.6471414969331692,2882.572702702703
67,,,,,,,,3.641867349165442,2923.905975975976
68,,,,,,,,3.6366715161250083,2965.239249249249
69,,,,,,,,3.6315535361503786,3006.5725225225224
70,,,,,,,,3.6265129486433474,3047.9057957957957
71,,,,,,,,3.6215492940689904,3089.239069069069
72,,,,,,,,3.616662113955667,3130.5723423423424
73,,,,,,,,3.6118509508950196,3171.9056156156157
74,,,,,,,,3.6071153485419716,3213.238888888889
75,,,,,,,,3.6024548516147306,3254.572162162162
76,,,,,,,,3.5978690058947866,3295.9054354354353
77,,,,,,,,3.5933573582269123,3337.2387087087086
78,,,,,,,,3.5889194565191627,3378.571981981982
79,,,,,,,,3.5845548497428763,3419.9052552552553
80,,,,,,,,3.580263087932673,3461.2385285285286
81,,,,,,,,3.576043722186457,3502.571801801802
82,,,,,,,,3.5718963046654144,3543.905075075075
83,,,,,,,,3.5678203885940127,3585.238348348348
84,,,,,,,,3.5638155282600046,3626.5716216216215
85,,,,,,,,3.5598812790144247,3667.904894894895
86,,,,,,,,3.5560171972715886,3709.238168168168
87,,,,,,,,3.5522228405090965,3750.5714414414415
88,,,,,,,,3.5484977672678313,3791.904714714715
89,,,,,,,,3.544841537151957,3833.2379879879877
90,,,,,,,,3.5412537108289217,3874.571261261261
91,,,,,,,,3.537733850029456,3915.9045345345344
92,,,,,,,,3.534281517547573,3957.2378078078077
93,,,,,,,,3.5308962772405685,3998.571081081081
94,,,,,,,,3.5275776940290204,4039.9043543543544
95,,,,,,,,3.524325333896791,4081.2376276276277
96,,,,,,,,3.521138763891023,4122.570900900901
97,,,,,,,,3.5180175521221435,4163.904174174174
98,,,,,,,,3.514961267763862,4205.237447447447
99,,,,,,,,3.5119694810531707,4246.570720720721
100,,,,,,,,3.5090417632903437,4287.903993993994
101,,,,,,,,3.506177686838939,4329.237267267267
102,,,,,,,,3.5033768251257964,4370.570540540541
103,,,,,,,,3.5006387526410387,4411.903813813814
104,,,,,,,,3.4979630449380714,4453.237087087087
105,,,,,,,,3.495349278633583,4494.570360360361
106,,,,,,,,3.4927970314075445,4535.903633633634
107,,,,,,,,3.4903058820032085,4577.236906906906
108,,,,,,,,3.487875410227112,4618.57018018018
109,,,,,,,,3.4855051969490747,4659.903453453453
110,,,,,,,,3.4831948241021973,4701.236726726726
111,,,,,,,,3.4809438746828647,4742.57
112,,,,,,,,3.4787519327507437,4783.903273273273
113,,,,,,,,3.476618583428784,4825.236546546546
114,,,,,,,,3.474543412903219,4866.56981981982
115,,,,,,,,3.4725260084235634,4907.903093093093
116,,,,,,,,3.4705659583026147,4949.236366366366
117,,,,,,,,3.4686628519164544,4990.56963963964
118,,,,,,,,3.4668162797044446,5031.902912912913
119,,,,,,,,3.4650258331692325,5073.236186186186
120,,,,,,,,3.4632911048767463,5114.56945945946
121,,,,,,,,3.461611688456198,5155.902732732732
122,,,,,,,,3.459987178600081,5197.2360060060055
123,,,,,,,,3.4584171710641716,5238.569279279279
124,,,,,,,,3.4569012626675306,5279.902552552552
125,,,,,,,,3.4554390512924997,5321.2358258258255
126,,,,,,,,3.454030135884704,5362.569099099099
127,,,,,,,,3.452674116453051,5403.902372372372
128,,,,,,,,3.4513705940697306,5445.2356456456455
129,,,,,,,,3.4501191708702166,5486.568918918919
130,,,,,,,,3.448919450053264,5527.902192192192
131,,,,,,,,3.447771035880912,5569.2354654654655
132,,,,,,,,3.446673533678481,5610.568738738739
133,,,,,,,,3.445626549834575,5651.902012012012
134,,,,,,,,3.4446296918010813,5693.2352852852855
135,,,,,,,,3.443682568093168,5734.568558558559
136,,,,,,,,3.4427847882892877,5775.901831831831
137,,,,,,,,3.4419359630311748,5817.235105105105
138,,,,,,,,3.4411357040238473,5858.568378378378
139,,,,,,,,3.4403836240356043,5899.901651651651
140,,,,,,,,3.4396793368980285,5941.234924924925
141,,,,,,,,3.439022457505986,5982.568198198198
142,,,,,,,,3.438412601817625,6023.901471471471
143,,,,,,,,3.4378493868543756,6065.234744744745
144,,,,,,,,3.4373324307009523,6106.568018018018
145,,,,,,,,3.4368613525053506,6147.901291291291
146,,,,,,,,3.4364357724788497,6189.234564564565
147,,,,,,,,3.436055311896011,6230.567837837838
148,,,,,,,,3.435719593094679,6271.901111111111
149,,,,,,,,3.435428239475981,6313.234384384385
150,,,,,,,,3.4351808755043267,6354.567657657657
151,,,,,,,,3.434977126707408,6395.90093093093
152,,,,,,,,3.4348166196762007,6437.234204204204
153,,,,,,,,3.4346989820649623,6478.567477477477
154,,,,,,,,3.434623842591233,6519.90075075075
155,,,,,,,,3.4345908310358366,6561.234024024024
156,,,,,,,,3.4345995782428798,6602.567297297297
157,,,,,,,,3.4346497161197496,6643.90057057057
158,,,,,,,,3.434740877637118,6685.233843843844
159,,,,,,,,3.43487269682894,6726.567117117117
160,,,,,,,,3.4350448087924503,6767.90039039039
161,,,,,,,,3.435256849688171,6809.233663663664
162,,,,,,,,3.435508456739902,6850.566936936937
163,,,,,,,,3.4357992682347294,6891.90021021021
164,,,,,,,,3.4361289235230195,6933.233483483483
165,,,,,,,,3.436497063018424,6974.566756756756
166,,,,,,,,3.436903328197876,7015.9000300300295
167,,,,,,,,3.437347361601589,7057.233303303303
168,,,,,,,,3.4378288068330636,7098.566576576576
169,,,,,,,,3.43834730855908,7139.8998498498495
170,,,,,,,,3.438902512509702,7181.233123123123
171,,,,,,,,3.439494065478276,7222.566396396396
172,,,,,,,,3.440121615321431,7263.8996696696695
173,,,,,,,,3.4407848109590793,7305.232942942943
174,,,,,,,,3.4414833023744156,7346.566216216216
175,,,,,,,,3.4422167406139166,7387.8994894894895
176,,,,,,,,3.4429847777873417,7429.232762762763
177,,,,,,,,3.443787067067735,7470.566036036036
178,,,,,,,,3.4446232626914215,7511.899309309309
179,,,,,,,,3.4454930199580085,7553.232582582582
180,,,,,,,,3.446395995230387,7594.565855855855
181,,,,,,,,3.4473318459347313,7635.899129129129
182,,,,,,,,3.4483002305604966,7677.232402402402
183,,,,,,,,3.449300808660422,7718.565675675675
184,,,,,,,,3.4503332408505303,7759.898948948949
185,,,,,,,,3.451397188810124,7801.232222222222
186,,,,,,,,3.4524923152817903,7842.565495495495
187,,,,,,,,3.4536182840714,7883.898768768769
188,,,,,,,,3.4547747600481045,7925.232042042042
189,,,,,,,,3.455961409144339,7966.565315315315
190,,,,,,,,3.4571778983558215,8007.898588588589
191,,,,,,,,3.4584238957415527,8049.231861861862
192,,,,,,,,3.459699070423815,8090.565135135134
193,,,,,,,,3.461003092588175,8131.898408408408
194,,,,,,,,3.462335633483481,8173.231681681681
195,,,,,,,,3.463696365421865,8214.564954954954
196,,,,,,,,3.4650849617787394,8255.898228228227
197,,,,,,,,3.466501096992802,8297.231501501501
198,,,,,,,,3.4679444465660327,8338.564774774773
199,,,,,,,,3.469414687063692,8379.898048048048
200,,,,,,,,3.470911496114326,8421.23132132132
201,,,,,,,,3.4724345524097613,8462.564594594593
202,,,,,,,,3.4739835357051088,8503.897867867867
203,,,,,,,,3.475558126818761,8545.23114114114
204,,,,,,,,3.4771580076323936,8586.564414414413
205,,,,,,,,3.478782861090965,8627.897687687686
206,,,,,,,,3.480432371202716,8669.23096096096
207,,,,,,,,3.4821062230391693,8710.564234234233
208,,,,,,,,3.483804102735134,8751.897507507507
209,,,,,,,,3.4855256974886966,8793.23078078078
210,,,,,,,,3.4872706955612296,8834.564054054053
211,,,,,,,,3.489038786277388,8875.897327327326
212,,,,,,,,3.490829660025108,8917.2306006006
213,,,,,,,,3.4926430082556115,8958.563873873873
214,,,,,,,,3.494478523483399,8999.897147147145
215,,,,,,,,3.4963358992862554,9041.23042042042
216,,,,,,,,3.498214830305251,9082.563693693692
217,,,,,,,,3.5001150122447355,9123.896966966966
218,,,,,,,,3.5020361418723414,9165.230240240238
219,,,,,,,,3.503977917018986,9206.563513513513
220,,,,,,,,3.505940036578868,9247.896786786785
221,,,,,,,,3.5079222005094683,9289.23006006006
222,,,,,,,,3.5099241098315503,9330.563333333332
223,,,,,,,,3.5119454666291627,9371.896606606606
224,,,,,,,,3.5139859740496338,9413.229879879878
225,,,,,,,,3.5160453363035766,9454.563153153153
226,,,,,,,,3.518123258664887,9495.896426426425
227,,,,,,,,3.5202194474707404,9537.2296996997
228,,,,,,,,3.5223336101215983,9578.562972972972
229,,,,,,,,3.524465455081204,9619.896246246244
230,,,,,,,,3.5266146918765835,9661.229519519518
231,,,,,,,,3.5287810310980454,9702.56279279279
232,,,,,,,,3.53096418439918,9743.896066066065
233,,,,,,,,3.5331638644968617,9785.229339339337
234,,,,,,,,3.535379785171247,9826.562612612612
235,,,,,,,,3.5376116612657755,9867.895885885884
236,,,,,,,,3.539859208687169,9909.229159159158
237,,,,,,,,3.5421221444054325,9950.56243243243
238,,,,,,,,3.544400186453853,9991.895705705705
239,,,,,,,,3.5466930539290002,10033.228978978977
240,,,,,,,,3.5490004669907274,10074.562252252252
241,,,,,,,,3.5513221468621707,10115.895525525524
242,,,,,,,,3.553657815829747,10157.228798798797
243,,,,,,,,3.5560071972431593,10198.56207207207
244,,,,,,,,3.558370015515389,10239.895345345343
245,,,,,,,,3.5607459961227037,10281.228618618617
246,,,,,,,,3.563134865604651,10322.56189189189
247,,,,,,,,3.5655363515640657,10363.895165165164
248,,,,,,,,3.567950182667059,10405.228438438437
249,,,,,,,,3.5703760886430285,10446.56171171171
250,,,,,,,,3.572813800284656,10487.894984984983
251,,,,,,,,3.575263049447901,10529.228258258257
252,,,,,,,,3.5777235690520124,10570.56153153153
253,,,,,,,,3.580195093079515,10611.894804804804
254,,,,,,,,3.5826773565762213,10653.228078078077
255,,,,,,,,3.5851700956512227,10694.56135135135
256,,,,,,,,3.5876730474768976,10735.894624624623
257,,,,,,,,3.5901859502889026,10777.227897897896
258,,,,,,,,3.59270854338618,10818.56117117117
259,,,,,,,,3.595240567130954,10859.894444444442
260,,,,,,,,3.5977817629487325,10901.227717717717
261,,,,,,,,3.6003318733283027,10942.560990990989
262,,,,,,,,3.602890641821739,10983.894264264263
263,,,,,,,,3.605457813044395,11025.227537537536
264,,,,,,,,3.6080331326749078,11066.56081081081
265,,,,,,,,3.610616347455199,11107.894084084082
266,,,,,,,,3.6132072051904736,11149.227357357357
267,,,,,,,,3.6158054547492124,11190.560630630629
268,,,,,,,,3.6184108460631874,11231.893903903903
269,,,,,,,,3.621023130127448,11273.227177177176
270,,,,,,,,3.6236420590003293,11314.56045045045
271,,,,,,,,3.626267385803447,11355.893723723722
272,,,,,,,,3.628898864721701,11397.226996996995
273,,,,,,,,3.631536251003272,11438.560270270269
274,,,,,,,,3.634179300959627,11479.893543543541
275,,,,,,,,3.6368277719655113,11521.226816816816
276,,,,,,,,3.639481422458954,11562.560090090088
277,,,,,,,,3.642140011941272,11603.893363363362
278,,,,,,,,3.6448033009770557,11645.226636636635
279,,,,,,,,3.647471051194188,11686.559909909909
280,,,,,,,,3.6501430252838243,11727.893183183181
281,,,,,,,,3.652818987000413,11769.226456456456
282,,,,,,,,3.6554987011616773,11810.559729729728
283,,,,,,,,3.6581819336486285,11851.893003003002
284,,,,,,,,3.660868451405557,11893.226276276275
285,,,,,,,,3.6635580224400366,11934.559549549547
286,,,,,,,,3.666250415822925,11975.892822822821
287,,,,,,,,3.668945401688363,12017.226096096094
288,,,,,,,,3.671642751233771,12058.559369369368
289,,,,,,,,3.6743422367198546,12099.89264264264
290,,,,,,,,3.677043631470603,12141.225915915915
291,,,,,,,,3.6797467098732866,12182.559189189187
292,,,,,,,,3.6824512473784567,12223.892462462461
293,,,,,,,,3.6851570204999495,12265.225735735734
294,,,,,,,,3.687863806814887,12306.559009009008
295,,,,,,,,3.6905713849636665,12347.89228228228
296,,,,,,,,3.6932795346499745,12389.225555555555
297,,,,,,,,3.695988036640777,12430.558828828827
298,,,,,,,,3.698696672766323,12471.892102102101
299,,,,,,,,3.7014052259201455,12513.225375375374
300,,,,,,,,3.704113480059058,12554.558648648646
301,,,,,,,,3.7068212202031594,12595.89192192192
302,,,,,,,,3.7095282324358303,12637.225195195193
303,,,,,,,,3.7122343039037324,12678.558468468467
304,,,,,,,,3.7149392228168114,12719.89174174174
305,,,,,,,,3.7176427784482966,12761.225015015014
306,,,,,,,,3.7203447611346983,12802.558288288286
307,,,,,,,,3.7230449622758113,12843.89156156156
308,,,,,,,,3.72574317433471,12885.224834834833
309,,,,,,,,3.728439190837755,12926.558108108107
310,,,,,,,,3.7311328063745886,12967.89138138138
311,,,,,,,,3.7338238165981346,13009.224654654654
312,,,,,,,,3.7365120182246008,13050.557927927926
313,,,,,,,,3.739197209033475,13091.891201201199
314,,,,,,,,3.741879187867534,13133.224474474473
315,,,,,,,,3.7445577546328295,13174.557747747745
316,,,,,,,,3.7472327102987015,13215.89102102102
317,,,,,,,,3.74990385689777,13257.224294294292
318,,,,,,,,3.7525709975259374,13298.557567567566
319,,,,,,,,3.7552339363423926,13339.890840840839
320,,,,,,,,3.7578924785696017,13381.224114114113
321,,,,,,,,3.760546430493318,13422.557387387385
322,,,,,,,,3.763195599462575,13463.89066066066
323,,,,,,,,3.76583979388969,13505.223933933932
324,,,,,,,,3.7684788232502635,13546.557207207206
325,,,,,,,,3.771112498083175,13587.890480480479
326,,,,,,,,3.7737406299905936,13629.223753753753
327,,,,,,,,3.7763630316379637,13670.557027027025
328,,,,,,,,3.7789795167540183,13711.890300300298
329,,,,,,,,3.781589900130768,13753.223573573572
330,,,,,,,,3.78419399762351,13794.556846846845
331,,,,,,,,3.786791626150824,13835.890120120119
332,,,,,,,,3.7893826036945697,13877.223393393391
333,,,,,,,,3.791966749299892,13918.556666666665
334,,,,,,,,3.794543883075216,13959.889939939938
335,,,,,,,,3.7971138261922524,14001.223213213212
336,,,,,,,,3.7996764008859945,14042.556486486485
337,,,,,,,,3.8022314304547145,14083.889759759759
338,,,,,,,,3.8047787392599703,14125.223033033031
339,,,,,,,,3.807318152726605,14166.556306306305
340,,,,,,,,3.809849497342737,14207.889579579578
341,,,,,,,,3.812372600659774,14249.222852852852
342,,,,,,,,3.8148872912924077,14290.556126126125
343,,,,,,,,3.817393398918602,14331.889399399397
344,,,,,,,,3.819890754279616,14373.222672672671
345,,,,,,,,3.8223791891799843,14414.555945945944
346,,,,,,,,3.8248585364875254,14455.889219219218
347,,,,,,,,3.8273286301333447,14497.22249249249
348,,,,,,,,3.829789305111822,14538.555765765765
349,,,,,,,,3.8322403974806276,14579.889039039037
350,,,,,,,,3.834681744360707,14621.222312312311
351,,,,,,,,3.8371131839362977,14662.555585585584
352,,,,,,,,3.8395345554549136,14703.888858858858
353,,,,,,,,3.8419456992273533,14745.22213213213
354,,,,,,,,3.8443464566276946,14786.555405405405
355,,,,,,,,3.846736670093304,14827.888678678677
356,,,,,,,,3.8491161831248246,14869.22195195195
357,,,,,,,,3.8514848402861883,14910.555225225224
358,,,,,,,,3.8538424872046053,14951.888498498496
359,,,,,,,,3.856188970570569,14993.22177177177
360,,,,,,,,3.8585241381378586,15034.555045045043
361,,,,,,,,3.860847838723532,15075.888318318317
362,,,,,,,,3.8631599222079296,15117.22159159159
363,,,,,,,,3.865460239534678,15158.554864864864
364,,,,,,,,3.867748642710688,15199.888138138136
365,,,,,,,,3.870024984806147,15241.22141141141
366,,,,,,,,3.872289119954528,15282.554684684683
367,,,,,,,,3.8745409033525875,15323.887957957957
368,,,,,,,,3.8767801912603623,15365.22123123123
369,,,,,,,,3.879006841001175,15406.554504504504
370,,,,,,,,3.88122071096163,15447.887777777776
371,,,,,,,,3.883421660591615,15489.221051051049
372,,,,,,,,3.8856095504042956,15530.554324324323
373,,,,,,,,3.8877842419761257,15571.887597597595
374,,,,,,,,3.8899455979468436,15613.22087087087
375,,,,,,,,3.892093482019461,15654.554144144142
376,,,,,,,,3.8942277589602785,15695.887417417416
377,,,,,,,,3.896348294598886,15737.220690690689
378,,,,,,,,3.89845495582814,15778.553963963963
379,,,,,,,,3.900547610604191,15819.887237237235
380,,,,,,,,3.9026261279464736,15861.22051051051
381,,,,,,,,3.9046903779376985,15902.553783783782
382,,,,,,,,3.9067402317238646,15943.887057057056
383,,,,,,,,3.9087755615142483,15985.220330330329
384,,,,,,,,3.9107962405814107,16026.553603603601
385,,,,,,,,3.9128021432611972,16067.886876876875
386,,,,,,,,3.9147931449527387,16109.220150150148
387,,,,,,,,3.9167691221184375,16150.553423423422
388,,,,,,,,3.9187299522839916,16191.886696696694
389,,,,,,,,3.9206755140383756,16233.219969969969
390,,,,,,,,3.922605687033845,16274.553243243241
